Curve,Num Threads,Num Invocations,Num Constraints,Predicate Constraints,Num KeyGen Iterations,Setup Time (s),PK Size,VK Size,Num Prover Iterations,Prover Time (s),Proof Size,Num Verifier Iterations,Verifier Time (ms)
ark_ec::models::bls12::Bls12<ark_test_curves::bls12_381::pairing::Config>,1,72,72579,"{""R1CS"":72579}",1,3.649904667,23712768,40202,2,1.810576104,192,100,0.879001
